#rank	DIAMOnD_node	p_hyper
111	6720	5.52610876734693e-16
112	2648	5.487069519853333e-15
113	1786	6.109921041782266e-15
114	3308	4.586805924159181e-15
115	2034	9.968322405571587e-16
116	25942	1.9059165770738712e-16
117	6595	7.857034279557853e-17
118	2099	7.821278574690028e-16
119	9970	3.435631422906873e-17
120	9439	2.185008046057633e-17
121	9862	4.4908534798879824e-17
122	4654	3.875717569403725e-16
123	57634	8.8077747283229e-17
124	7181	9.614084561289651e-17
125	6601	2.1213787754546607e-16
126	861	2.937853187536478e-17
127	8289	6.411752327620211e-18
128	5929	1.044681288925975e-18
129	6603	2.1659128146171785e-17
130	6604	1.2767115564288754e-18
131	6598	2.106274345463281e-18
132	26039	7.083672694062457e-19
133	6605	4.671540466650047e-19
134	1649	2.5209240038646935e-19
135	6760	4.996131415689462e-20
136	2313	2.091393797934974e-20
137	57492	4.316926696461423e-21
138	2078	9.900185059927627e-22
139	121340	4.721099838159367e-21
140	8193	6.145375358575369e-22
141	196528	1.5577859325997127e-22
142	605	1.278879388926973e-23
143	86	2.774398127075127e-23
144	29998	1.8088316746663243e-24
145	9274	1.5886041940926776e-24
146	6602	6.903988990768384e-25
147	2624	1.0646927798196972e-25
148	5977	3.8340863431736444e-26
149	55193	4.321691202760252e-27
150	8110	7.495688787298693e-27
151	55274	5.093769051493456e-28
152	9275	1.2268002933685013e-26
153	3659	3.8129291163243557e-26
154	6662	9.36018686858725e-26
155	65980	1.0686145689899952e-25
156	4784	1.4418352910245811e-25
157	5080	2.2315169015564835e-26
158	1959	5.1427478641238845e-25
159	4774	3.975936292970389e-25
160	1406	6.510315998841514e-26
161	6928	2.8666494266948706e-26
162	4782	8.430158401322395e-26
163	6663	2.0706553943638816e-26
164	6907	1.622765382227615e-27
165	4781	3.822614456432487e-27
166	6862	2.2495397995405806e-27
167	84678	3.71472253559756e-28
168	64321	2.3185005827100043e-28
169	8085	1.1174345932391796e-28
170	2625	3.786240196687783e-28
171	7227	1.7605192264054205e-27
172	7090	4.521324508069919e-28
173	5081	7.263110264032411e-29
174	8521	1.268733069050015e-27
175	3096	1.854958846257591e-28
176	7849	2.2250903115986894e-28
177	7403	2.4950302246256437e-29
178	503627	1.2695135888997754e-28
179	7088	1.1421057364589403e-29
180	57479	2.82709521307696e-29
181	2118	3.492131536282207e-29
182	79447	5.292257015232152e-29
183	10716	1.6688010525480614e-28
184	9794	7.076596774035938e-29
185	3195	2.0213215043703624e-29
186	58508	5.6749139467920754e-30
187	22976	3.160592302720436e-29
188	5083	2.0358286359810794e-30
189	607	2.783959502541242e-30
190	89884	9.491427187154378e-31
191	55636	9.778210355098687e-31
192	2874	1.1670235883059128e-30
193	83595	1.5580323959759407e-30
194	9355	2.0286168008911935e-30
195	23060	3.3651638435639365e-31
196	2623	1.911858501708025e-31
197	23314	3.97970558032621e-31
198	7003	1.149352448662306e-31
199	54880	1.0054693023612376e-31
200	57507	2.210231804708708e-31
