#rank	DIAMOnD_node	p_hyper
149	10694	1.6253931625800298e-26
150	1781	1.8661526095088673e-26
151	5071	2.127709320935239e-26
152	3185	2.311242698977317e-26
153	3615	2.1259656277357934e-26
154	203228	9.307759518382638e-27
155	3843	1.3774070620895693e-26
156	1540	9.930786026721979e-27
157	47	1.1470933884544746e-27
158	1778	4.49702890011734e-27
159	2935	3.442591234269294e-27
160	3313	1.0340321717807807e-26
161	10419	2.663439757949536e-26
162	5520	1.3630925998684646e-26
163	899	4.8092402273591945e-27
164	10294	3.666717793922225e-27
165	90850	1.1178477963601539e-27
166	10575	1.3328656874108393e-27
167	4914	1.0765871846052355e-27
168	5537	6.007042186405391e-28
169	10576	2.9592640284244373e-28
170	11171	1.3244615492397394e-28
171	10551	2.1993222691718034e-28
172	1642	1.1141152726363032e-28
173	3276	8.858158820604565e-29
174	7328	4.2567022216258523e-29
175	9343	1.4880699021680747e-29
176	1213	1.8752583903438157e-29
177	1938	3.5177061752508124e-30
178	80230	8.938091630007602e-31
179	2316	3.6477802829113633e-31
180	832	8.164081714316856e-32
181	25980	6.598331874438186e-32
182	829	9.967313547384841e-33
183	1665	4.6361047181579034e-32
184	9401	1.6217843185025912e-32
185	4522	8.4972647138101e-33
186	22948	2.204693816635326e-32
187	7203	3.8520235204705694e-33
188	191	8.884820969276698e-33
189	10614	3.829255768913703e-33
190	10121	1.4402636909236784e-33
191	10574	4.593997176486494e-34
192	908	7.416349111759086e-35
193	3065	1.2468237055343593e-34
194	6950	6.444298550470607e-35
195	11091	2.5513822948348145e-35
196	23476	1.0200557800887147e-35
197	10383	2.6637444298442644e-36
198	10594	7.207126885395856e-37
199	171023	1.1218862955558705e-37
200	26135	4.283188103625509e-37
