#rank	DIAMOnD_node	p_hyper
141	3690	4.746740112628635e-16
142	5175	1.0553936031557628e-16
143	3635	5.594094581884272e-17
144	79705	6.353285379447877e-17
145	117157	7.329701822694385e-16
146	983	8.679293104635158e-16
147	1499	2.520696672221526e-16
148	857	2.5920129898621854e-16
149	9743	2.798704712213638e-17
150	5291	8.666222507875119e-17
151	79834	2.0364131044836044e-16
152	2887	5.572069857685026e-16
153	2690	3.625284655485447e-16
154	5894	4.55501037889414e-16
155	4734	1.3691612588237595e-16
156	203068	2.611644708420858e-16
157	3301	1.093135238441852e-16
158	8835	5.761709798989528e-16
159	3718	1.213022556745986e-16
160	6776	6.4287819855564e-17
161	6777	1.0603495299415391e-16
162	3560	1.722506349506738e-18
163	3304	1.152298001107292e-15
164	9532	6.751753102059715e-16
165	369	5.990621557478668e-16
166	3312	2.9355995796551154e-16
167	673	7.866894915944764e-17
168	7534	1.0139313730738576e-16
169	8471	5.424069288513595e-17
170	10294	3.5020501651487185e-17
171	8878	4.156144022035514e-17
172	790	3.266480495502441e-17
173	10808	1.1263297331025602e-17
174	3728	6.798312522750557e-18
175	5604	8.692484993492206e-18
176	11184	3.4628589819670313e-17
177	5605	7.51450148901886e-18
178	613	2.013257704466362e-17
179	4914	3.4391557076361e-17
180	8660	8.757135777743708e-18
181	25970	2.119039039246817e-18
182	10971	9.082676205886445e-18
183	5536	2.3819841341324955e-18
184	10580	4.1568060042751195e-18
185	1938	1.7682985241038493e-17
186	5590	5.461440896643499e-18
187	1213	1.2409454851399317e-18
188	4137	1.3501331267919234e-18
189	7529	4.454982078439561e-18
190	1500	1.1327958568971558e-18
191	801	2.4985030482945776e-18
192	2288	2.0043404514695144e-18
193	5581	2.3807490795394242e-19
194	7532	1.1856821275792495e-18
195	120892	3.0740087832619624e-19
196	7531	1.6261590597577013e-19
197	54206	8.615829492603759e-19
198	5062	1.4325495709850981e-18
199	498	1.9558420197088245e-18
200	26060	2.457954127084063e-18
