#rank	DIAMOnD_node	p_hyper
69	2885	9.627250643032862e-14
70	10818	1.0533185872423547e-14
71	5335	1.2572349382251442e-14
72	3702	2.84233883334953e-15
73	2549	1.1362709011318317e-15
74	5159	1.2117194245844178e-15
75	4915	1.6123511343390127e-15
76	2066	2.632583683933524e-16
77	8503	5.318290540353027e-16
78	399694	1.4364006883959617e-15
79	8651	2.9834127348506887e-15
80	3716	9.345767330701649e-16
81	25	1.5837169069606995e-16
82	6654	2.0341713884346077e-16
83	1398	9.382652923443346e-17
84	2065	1.3365820979874387e-16
85	1399	4.2317832783737945e-17
86	5921	8.664120567678545e-17
87	3055	7.328222894469575e-18
88	3815	4.979713350025184e-19
89	1796	1.1770201077393981e-19
90	9021	4.514237618468829e-19
91	7525	1.1563941223726498e-19
92	1436	1.9994944295005694e-19
93	7535	3.88039949726194e-18
94	868	2.2372232575682826e-19
95	6461	4.0571394107238215e-18
96	4067	2.9822373551755837e-18
97	2268	5.874246625571952e-19
98	695	2.457273243278958e-18
99	9047	7.12304029176705e-18
100	6850	1.3378463214999407e-18
101	3932	1.7018983942717571e-18
102	2185	2.0124136867227193e-19
103	5336	2.898206414817118e-18
104	4690	1.1287925696957679e-17
105	29760	7.22601346707508e-19
106	10451	4.319462964696123e-19
107	7409	1.853628599831738e-18
108	3937	5.125459293233045e-20
109	5777	2.1636944166095304e-19
110	7454	2.4815044105002832e-18
111	7006	7.991698802903262e-19
112	2057	3.8246111143572925e-18
113	3572	6.548747612291138e-18
114	6452	6.956453652343085e-18
115	10188	1.5348519662217283e-17
116	4068	1.2420043034477854e-17
117	6503	2.085388563523278e-17
118	27040	6.8758415424190036e-18
119	2242	8.495254488088461e-17
120	5829	1.1087325534912451e-16
121	1445	1.5014235720984513e-17
122	640	9.864828934067346e-17
123	3315	6.118425244082761e-17
124	9846	4.025750920740236e-17
125	3327	1.4885926039426733e-16
126	5753	4.1450486359345143e-17
127	3310	2.461534312114493e-16
128	3313	1.776355132921683e-16
129	4145	7.762317014270266e-18
130	8440	3.349554446172543e-16
131	10657	6.677924741763117e-17
132	5782	1.2374815538603387e-16
133	30011	1.433564367846756e-16
134	3303	1.7621544450056584e-16
135	6197	4.827956544744003e-16
136	3309	1.940707015431378e-16
137	9564	6.121010434179742e-17
138	4739	4.7372026162666175e-17
139	3643	1.643453656374189e-16
140	3636	2.5803634218102076e-16
141	3690	4.842867728298405e-16
142	5175	1.0731079006889627e-16
143	3635	5.714546803378625e-17
144	79705	6.518318973454076e-17
145	117157	7.452239702624293e-16
146	983	9.065687379593992e-16
147	1499	2.66715260714079e-16
148	857	2.7258971385158794e-16
149	9743	2.88060778737655e-17
150	5291	8.872126431190938e-17
151	79834	2.0954809341777315e-16
152	2887	5.732903137634367e-16
153	2690	3.6945875810321454e-16
154	8835	4.785977357213546e-16
155	3718	9.90590184624866e-17
156	6776	5.2936261340507495e-17
157	6777	8.73987510343146e-17
158	3560	9.723542962765082e-17
159	4734	2.1233080012482173e-16
160	5894	4.4326498321483353e-16
161	203068	4.723047559192755e-16
162	3301	1.884571579218315e-16
163	3304	1.194316922206209e-15
164	9532	7.081207392605981e-16
165	369	6.231798804226859e-16
166	3312	3.19001909800025e-16
167	673	8.112275266128221e-17
168	7534	1.0818620913744408e-16
169	8471	5.630697347657106e-17
170	10294	3.673628398202034e-17
171	8878	4.4429222045133255e-17
172	790	3.409360558849502e-17
173	10808	1.1779498427241254e-17
174	3728	7.122982795530599e-18
175	5604	9.018598894303222e-18
176	11184	3.560506333420339e-17
177	5605	7.803901397451178e-18
178	613	2.0845460278900245e-17
179	4914	3.745000792094128e-17
180	8660	8.976720476124127e-18
181	25970	2.1600502933696133e-18
182	10971	9.702479359600204e-18
183	5536	2.4648149703345253e-18
184	10580	4.265925422456641e-18
185	1938	1.8568417000556563e-17
186	5590	5.7029130610638296e-18
187	1213	1.3105854190464585e-18
188	4137	1.440317405169781e-18
189	7529	4.750016892567802e-18
190	1500	1.1768448904461999e-18
191	801	2.6316862598887984e-18
192	2288	2.0859321746726207e-18
193	5581	2.456871806913578e-19
194	7532	1.2733395477895692e-18
195	120892	3.234544085503012e-19
196	7531	1.7493511370435416e-19
197	54206	8.871619890147801e-19
198	5062	1.483936929668997e-18
199	498	2.0585620939214967e-18
200	26060	2.5434358190553962e-18
